index	sample_int24
67952	-1590
67953	1316
67954	1374
67955	1840
67956	1503
67957	62
67958	-163
67959	317
67960	-793
67961	-1012
67962	-1319
67963	-345
67964	1583
67965	1426
67966	1438
67967	1059
67968	770
67969	412
67970	728
67971	-654
67972	-130
67973	196
67974	1395
67975	1299
67976	2938
67977	540
67978	1170
67979	447
67980	115
67981	-1127
67982	-1259
67983	-1475
67984	1417
67985	-147
67986	1685
67987	560
67988	1583
67989	1689
67990	2559
67991	1765
67992	3765
67993	738
67994	1286
67995	-1469
67996	-717
67997	-3526
67998	-2732
67999	-3070
68000	-341
68001	-217
68002	1599
68003	1543
68004	777
68005	383
68006	-906
68007	-1161
68008	-2053
68009	-3685
68010	-4743
68011	-4318
68012	-4397
68013	-2333
68014	-1187
68015	-8
68016	2811
68017	3227
68018	4336
68019	4723
68020	3602
68021	4119
68022	2901
68023	1304
68024	-113
68025	-37
68026	-1242
68027	-2500
68028	-1038
68029	-224
68030	546
68031	2268
68032	3076
68033	3473
68034	2552
68035	2818
68036	1754
68037	219
68038	-650
68039	-1157
68040	-451
68041	76
68042	-816
68043	-30
68044	7
68045	-87
68046	949
68047	1475
68048	1177
68049	2963
68050	3056
68051	2641
68052	1765
68053	1282
68054	-936
68055	-1048
68056	-2244
68057	-2090
68058	-1523
68059	1104
68060	519
68061	2167
68062	2262
68063	2845
68064	1151
68065	1452
68066	329
68067	801
68068	-773
68069	1301
68070	-27
68071	1679
68072	1728
68073	2862
68074	1657
68075	2403
68076	1496
68077	1678
68078	24
68079	520
68080	-854
68081	-80
68082	-307
68083	-396
68084	-170
68085	-124
68086	-153
68087	507
68088	1446
68089	1793
68090	2020
68091	661
68092	258
68093	-943
68094	-497
68095	-870
68096	-799
68097	-2098
68098	-126
68099	-128
68100	757
68101	943
68102	1937
68103	2464
68104	3270
68105	4213
68106	4509
68107	5998
68108	3757
68109	3111
68110	1622
68111	-1192
68112	-161
68113	-2339
68114	643
68115	-72
68116	3239
68117	1957
68118	4198
68119	1154
68120	1591
68121	529
68122	1429
68123	677
68124	1051
68125	246
68126	976
68127	1106
68128	2317
68129	2519
68130	3276
68131	1943
68132	2204
68133	534
68134	1234
68135	-98
68136	-412
68137	-1016
68138	-850
68139	-615
68140	447
68141	1501
68142	2574
68143	3292
68144	2108
68145	2784
68146	1089
68147	2452
68148	-1075
68149	-630
68150	-2050
68151	-2733
68152	-1579
68153	-2294
68154	-538
68155	826
68156	1219
68157	2706
68158	2629
68159	2761
68160	1807
68161	1865
68162	1504
68163	816
68164	-904
68165	-391
68166	-538
68167	325
68168	-188
68169	2781
68170	4452
68171	5437
68172	5004
68173	5955
68174	4220
68175	2604
68176	1133
68177	378
68178	-677
68179	-3669
68180	-3069
68181	-2952
68182	-2348
68183	-2000
68184	-1582
68185	1947
68186	1476
68187	1132
68188	1389
68189	343
68190	-687
68191	-1853
68192	-2466
68193	-2897
68194	-1096
68195	-2117
68196	-1633
68197	-1517
68198	-2302
68199	-2772
68200	-1134
68201	-2786
68202	-2338
68203	-2394
68204	-2379
68205	-1321
68206	-1200
68207	-451
68208	79
68209	-1422
68210	-1363
68211	-1325
68212	-676
68213	-88
68214	894
68215	285
68216	1526
68217	-524
68218	522
68219	386
68220	-387
68221	923
68222	655
68223	-1040
68224	-925
68225	-3296
68226	-3700
68227	-4464
68228	-3516
68229	-3926
68230	-1443
68231	-2563
68232	-2079
68233	-1959
68234	-594
68235	-803
68236	-1311
68237	-1620
68238	-2321
68239	-2367
68240	-3398
68241	-2452
68242	-4113
68243	-2223
68244	-3174
68245	-2161
68246	-1302
68247	-587
68248	-505
68249	2030
68250	1589
68251	2860
68252	841
68253	1559
68254	-477
68255	898
68256	-1039
68257	892
68258	-483
68259	1035
68260	452
68261	1985
68262	1187
68263	1216
68264	456
68265	-806
68266	-2484
68267	-1420
68268	-2050
68269	-1347
68270	-846
68271	222
68272	-627
68273	111
68274	-139
68275	938
68276	1110
68277	1447
68278	-573
68279	518
68280	-400
68281	-116
68282	101
68283	393
68284	1156
68285	1412
68286	1796
68287	1147
68288	-712
68289	258
68290	-618
68291	-482
68292	-1524
68293	-1704
68294	-1535
68295	-2016
68296	-1009
68297	-495
68298	1344
68299	1261
68300	1680
68301	-1005
68302	-2693
68303	-4426
68304	-4307
68305	-5679
68306	-3276
68307	-3705
68308	-1453
68309	-1802
68310	18
68311	331
68312	18
68313	-1798
68314	-2231
68315	-2961
68316	-2627
68317	-2281
68318	-1706
68319	-2702
68320	-3020
68321	-3158
68322	-2732
68323	-831
68324	-591
68325	-3668
68326	-1817
68327	1060
68328	-476
68329	-1461
68330	-3164
68331	-2808
68332	-4716
68333	-2413
68334	-2857
68335	-2390
68336	-2367
68337	-2877
68338	-2914
68339	-3000
68340	-4020
68341	-3284
68342	-4015
68343	-3545
68344	-1995
68345	-878
68346	-1019
68347	893
68348	-338
68349	1423
68350	-850
68351	1024
68352	-2028
68353	55
68354	-2444
68355	-1016
68356	-2088
68357	-1462
68358	-1375
68359	-1738
68360	-2619
68361	-85
68362	-2377
68363	-622
68364	-1645
68365	-834
68366	-693
68367	-1660
68368	-1676
68369	-434
68370	-1030
68371	451
68372	727
68373	481
68374	1060
68375	547
68376	329
68377	-449
68378	-366
68379	-705
68380	-936
68381	-2464
68382	-1757
68383	-1882
68384	-2256
68385	-1127
68386	819
68387	120
68388	510
68389	-14
68390	-1679
68391	-1466
68392	-5317
68393	-6638
68394	-5968
68395	-6202
68396	-5315
68397	-5844
68398	-4492
68399	-3569
68400	-1384
68401	-1951
68402	152
68403	-983
68404	972
68405	271
68406	405
68407	-1909
68408	-1441
68409	-1928
68410	463
68411	1335
68412	4106
68413	3437
68414	3509
68415	2369
68416	3873
68417	1426
68418	3197
68419	-1297
68420	291
68421	-3468
68422	-3062
68423	-6626
68424	-3955
68425	-6073
68426	-4635
68427	-3702
68428	-3532
68429	-3485
68430	-610
68431	-1975
68432	-122
68433	-3551
68434	-1764
68435	-3558
68436	-1317
68437	-2616
68438	-202
68439	-1737
68440	97
68441	-448
68442	1761
68443	1437
68444	3241
68445	2180
68446	3467
68447	2563
68448	3476
68449	1639
68450	-258
68451	-467
68452	-2282
68453	-2335
68454	-1626
68455	-2333
68456	-1291
68457	-2293
68458	-1269
68459	-1471
68460	-2287
68461	-2188
68462	-2390
68463	-1510
68464	-943
68465	-908
68466	-1727
68467	-2516
68468	-2244
68469	-2320
68470	-3018
68471	-802
68472	-958
68473	1141
68474	140
68475	2730
68476	2066
68477	4766
68478	2769
68479	3154
68480	-590
68481	356
68482	-5015
68483	-3488
68484	-6741
68485	-5366
68486	-6952
68487	-4171
68488	-4173
68489	-24
68490	-558
68491	3241
68492	585
68493	3426
68494	1795
68495	2119
68496	-449
68497	-140
68498	-3070
68499	-830
68500	-3130
68501	-1499
68502	-1159
68503	-65
68504	206
68505	2281
68506	511
68507	781
68508	327
68509	1089
68510	-1536
68511	-1421
68512	-2668
68513	-2364
68514	-3674
68515	-2673
68516	-3825
68517	-2055
68518	-3827
68519	-2491
68520	-2529
68521	-1680
68522	-1583
68523	-462
68524	-1193
68525	-1103
68526	-2568
68527	-2616
68528	-5627
68529	-4835
68530	-5150
68531	-5187
68532	-3655
68533	-4329
68534	-3215
68535	-3750
68536	-2706
68537	-3372
68538	-1471
68539	-3060
68540	-2282
68541	-2464
68542	-2319
68543	-2627
68544	-1661
68545	-1774
68546	-1556
68547	-1821
68548	-656
68549	-2474
68550	-2407
68551	-3651
68552	-1549
68553	-1425
68554	407
68555	1018
68556	1147
68557	-1446
68558	1102
68559	-30
68560	1044
68561	-126
68562	953
68563	-10
68564	1575
68565	779
68566	2154
68567	3261
68568	3877
68569	3886
68570	4698
68571	3667
68572	4411
68573	3497
68574	2892
68575	-270
68576	-1316
68577	-2632
68578	-2487
68579	-3097
68580	-1912
68581	-1646
68582	109
68583	1281
68584	2446
68585	2468
68586	2306
68587	1373
68588	1940
68589	-42
68590	-833
68591	-2041
68592	-2482
68593	-2146
68594	-2935
68595	-794
68596	697
68597	2806
68598	2776
68599	2747
68600	2729
68601	2817
68602	1620
68603	2058
68604	-430
68605	-2276
68606	-2861
68607	-2966
68608	-3860
68609	-1931
68610	-1025
68611	-321
68612	610
68613	2045
68614	1053
68615	1487
68616	214
68617	1204
68618	489
68619	2430
68620	1205
68621	996
68622	-874
68623	564
68624	1085
68625	1549
68626	-26
68627	2383
68628	1324
68629	1600
68630	428
68631	-816
68632	-1462
68633	-2136
68634	-1134
68635	-2232
68636	-431
68637	-995
68638	-166
68639	-427
68640	-180
68641	-1514
68642	-712
68643	-3041
68644	-2675
68645	-2857
68646	-360
68647	-1629
68648	-481
68649	292
68650	2202
68651	2501
68652	3238
68653	3741
68654	4064
68655	5344
68656	4547
68657	4300
68658	2701
68659	1031
68660	27
68661	-1403
68662	-615
68663	-1267
68664	-1543
68665	-1753
68666	-1362
68667	-769
68668	-641
68669	-2234
68670	-2376
68671	-1562
68672	-1589
68673	-3027
68674	-2667
68675	-3151
68676	-1820
68677	-2485
68678	514
68679	-1076
68680	-560
68681	-422
68682	972
68683	127
68684	1558
68685	1226
68686	2324
68687	-184
68688	681
68689	-519
68690	826
68691	740
68692	869
68693	433
68694	129
68695	136
68696	975
68697	2536
68698	2349
68699	891
68700	231
68701	286
68702	-433
68703	-1354
68704	-785
68705	-3654
68706	-2078
68707	-3281
68708	-2884
68709	-4987
68710	-4538
68711	-4014
68712	-3167
68713	-1592
68714	-1126
68715	195
68716	-265
68717	581
68718	201
68719	-121
68720	-965
68721	-2762
68722	-2811
68723	-2461
68724	-2258
68725	-1651
68726	-2043
68727	-776
68728	-792
68729	153
68730	-829
68731	-418
68732	-1663
68733	-1432
68734	-2804
68735	-2692
68736	-3304
68737	-2010
68738	-3248
68739	-1424
68740	-2092
68741	-1774
68742	-449
68743	-1464
68744	-139
68745	1132
68746	663
68747	1337
68748	-110
68749	-253
68750	-931
68751	-962
68752	-587
68753	-332
68754	-1345
68755	367
68756	128
68757	-400
68758	527
68759	1699
68760	255
68761	943
68762	304
68763	882
68764	-705
68765	176
68766	-2549
68767	-1774
68768	-2594
68769	-2631
68770	-2032
68771	-1504
68772	-618
68773	376
68774	953
68775	1423
68776	139
68777	-1587
68778	-3093
68779	-3103
68780	-4356
68781	-4316
68782	-4927
68783	-4386
68784	-1500
68785	-1762
68786	378
68787	-163
68788	324
68789	-282
68790	-1388
68791	-1080
68792	-246
68793	-1716
68794	-446
68795	-1474
68796	-833
68797	-478
68798	242
68799	2033
68800	3880
68801	3674
68802	3899
68803	3404
68804	2591
68805	710
68806	395
68807	-1157
68808	175
68809	-1622
68810	-945
68811	-1560
68812	25
68813	-1615
68814	-514
68815	-1982
68816	-1660
68817	-2611
68818	-2537
68819	-3926
68820	-3372
68821	-4765
68822	-2656
68823	-3163
68824	-2245
68825	-3273
68826	-2852
68827	-2783
68828	-1099
68829	-4374
68830	-2564
68831	-3293
68832	-1884
68833	-620
68834	-296
68835	165
68836	660
68837	-5
68838	-936
68839	139
68840	-457
68841	915
68842	1053
68843	2607
68844	3408
68845	3865
68846	4074
68847	5254
68848	3246
68849	3487
68850	3109
68851	2201
68852	1698
68853	2614
68854	852
68855	1550
68856	-98
68857	2037
68858	-300
68859	442
68860	-1024
68861	586
68862	-687
68863	888
68864	-1006
68865	322
68866	-793
68867	297
68868	-454
68869	756
68870	-707
68871	874
68872	-45
68873	1604
68874	1006
68875	2426
68876	1330
68877	2681
68878	1238
68879	2592
68880	984
68881	3139
68882	2229
68883	2988
68884	2015
68885	2545
68886	1562
68887	1080
68888	206
68889	473
68890	1054
68891	728
68892	355
68893	223
68894	212
68895	-153
68896	873
68897	1252
68898	1812
68899	1427
68900	1945
68901	2124
68902	2187
68903	1241
68904	-2537
68905	978
68906	3411
68907	2084
68908	3269
68909	2867
68910	3343
68911	1293
68912	2789
68913	2172
68914	1096
68915	-236
68916	393
68917	-599
68918	762
68919	-825
68920	925
68921	207
68922	890
68923	574
68924	2330
68925	63
68926	1468
68927	-97
68928	1116
68929	1324
68930	359
68931	2163
68932	1732
68933	1134
68934	2493
68935	2251
68936	2308
68937	2780
68938	2030
68939	3500
68940	2184
68941	1967
68942	2324
68943	1619
68944	-29
68945	1048
68946	-207
68947	139
68948	719
68949	887
68950	66
68951	1172
68952	-38
68953	1099
68954	937
68955	1870
68956	1750
68957	866
68958	2012
68959	1171
68960	1335
68961	670
68962	1428
68963	1592
68964	2689
68965	2218
68966	2876
68967	4546
68968	2752
68969	1896
68970	2601
68971	2863
68972	4351
68973	3171
68974	2424
68975	712
68976	2063
68977	637
68978	1924
68979	1718
68980	3173
68981	4341
68982	4642
68983	4665
68984	5445
68985	5074
68986	4069
68987	3006
68988	2475
68989	476
68990	966
68991	78
68992	202
68993	234
68994	1526
68995	1214
68996	1738
68997	2669
68998	3048
68999	4042
69000	4432
69001	4643
69002	4792
69003	4460
69004	3585
69005	3234
69006	3138
69007	2074
69008	1796
69009	2930
69010	2653
69011	2541
69012	3753
69013	3961
69014	4399
69015	4424
69016	3993
69017	2868
69018	2917
69019	1048
69020	342
69021	618
69022	507
69023	1662
69024	1864
69025	2697
69026	2156
69027	3159
69028	3133
69029	3354
69030	3132
69031	3748
69032	3609
69033	1540
69034	1187
69035	431
69036	-31
69037	216
69038	1094
69039	2241
69040	2483
69041	2793
69042	3783
69043	4152
69044	2447
69045	2924
69046	1778
69047	2571
69048	1445
69049	2968
69050	2181
69051	2134
69052	1400
69053	2678
69054	1827
69055	3706
69056	2919
69057	4679
69058	3185
69059	3767
69060	3173
69061	3487
69062	3026
69063	2506
69064	1283
69065	1646
69066	418
69067	250
69068	52
69069	883
69070	1063
69071	384
69072	2910
69073	1991
69074	2615
69075	1949
69076	2329
69077	1276
69078	883
69079	593
69080	668
69081	729
69082	1426
69083	1036
69084	3083
69085	2398
69086	4081
69087	4459
69088	3553
69089	3050
69090	2479
69091	2698
69092	2825
69093	1884
69094	2043
69095	2366
69096	2411
69097	2674
69098	3087
69099	1876
69100	2840
69101	3095
69102	3167
69103	3003
69104	3498
69105	4242
69106	3488
69107	2860
69108	3161
69109	2110
69110	2495
69111	1921
69112	1375
69113	679
69114	534
69115	1153
69116	807
69117	1177
69118	430
69119	1013
69120	688
69121	968
69122	893
69123	1549
69124	2317
69125	2653
69126	3452
69127	3156
69128	3719
69129	3194
69130	3785
69131	3332
69132	3191
69133	3312
69134	3512
69135	3501
69136	3296
69137	3165
69138	2597
69139	2684
69140	2175
69141	1672
69142	1578
69143	1768
69144	1356
69145	1269
69146	848
69147	1909
69148	1311
69149	1802
69150	1838
69151	1581
69152	2269
69153	2238
69154	-92
69155	1684
69156	1023
69157	1733
69158	684
69159	1629
69160	1242
69161	3229
69162	1909
69163	2229
69164	1980
69165	2611
69166	1044
69167	1961
69168	14
69169	1455
69170	350
69171	1092
69172	-126
69173	1116
69174	-385
69175	-1
69176	-1427
69177	1213
69178	-1212
69179	298
69180	-1101
69181	867
69182	-1731
69183	710
69184	-1130
69185	985
69186	273
69187	276
69188	-380
69189	712
69190	37
69191	1441
69192	241
69193	2419
69194	1777
69195	2534
69196	1302
69197	1825
69198	-2265
69199	-2581
69200	-3552
69201	-3648
69202	-2614
69203	-2590
69204	-1256
69205	-2140
69206	-1170
69207	-1708
69208	374
69209	1529
69210	1536
69211	708
69212	616
69213	-146
69214	1426
69215	218
69216	-48
69217	-1406
69218	1432
69219	-1066
69220	642
69221	-1285
69222	229
69223	-5355
69224	-2906
69225	-6143
69226	-3613
69227	-8235
69228	-6097
69229	-8562
69230	-7496
69231	-9267
69232	-9221
69233	-11959
69234	-9518
69235	-11823
69236	-9362
69237	-9931
69238	-8268
69239	-9806
69240	-9907
69241	-7771
69242	-5123
69243	-7287
69244	-7081
69245	-8266
69246	-7920
69247	-7902
69248	-6202
69249	-7338
69250	-6447
69251	-4733
69252	-5477
69253	-5595
69254	-6251
69255	-7103
69256	-7045
69257	-7826
69258	-7478
69259	-6594
69260	-8852
69261	-6217
69262	-7377
69263	-6670
69264	-7223
69265	-5638
69266	-7237
69267	-5052
69268	-7385
69269	-5623
69270	-6491
69271	-5158
69272	-6316
69273	-3478
69274	-6321
69275	-4258
69276	-8867
69277	-7378
69278	-8764
69279	-6462
69280	-8029
69281	-5517
69282	-7643
69283	-5562
69284	-5849
69285	-6249
69286	-5640
69287	-3323
69288	-4608
69289	-2927
69290	-4781
69291	-3897
69292	-4162
69293	-3352
69294	-3195
69295	-4621
69296	-2801
69297	-2587
69298	-2926
69299	-3616
69300	-2997
69301	-2348
69302	-1960
69303	-1582
69304	-1944
69305	-2637
69306	-1274
69307	-3133
69308	-3241
69309	-3252
69310	-3006
69311	-2985
69312	-2336
69313	-4129
69314	-2802
69315	-3814
69316	-3334
69317	-4149
69318	-3530
69319	-4570
69320	-3634
69321	-4552
69322	-2328
69323	-4970
69324	-3399
69325	-4596
69326	-3236
69327	-4216
69328	-3520
69329	-3789
69330	-3460
69331	-5425
69332	-5297
69333	-5427
69334	-4377
69335	-5125
69336	-3591
69337	-4960
69338	-2966
69339	-4095
69340	-3586
69341	-3399
69342	-3385
69343	-3492
69344	-3730
69345	-3610
69346	-4123
69347	-3635
69348	-3938
69349	-1780
69350	-2204
69351	-1427
69352	-2343
69353	-1197
69354	-3261
69355	-3536
69356	-4014
69357	-3662
69358	-4348
69359	-3169
69360	-4278
69361	-2787
69362	-3205
69363	-1183
69364	-3252
69365	144
69366	-2507
69367	-1509
69368	-2706
69369	-1653
69370	-2277
69371	-625
69372	-2077
69373	-1414
69374	-1953
69375	-551
69376	-1573
69377	-858
69378	-2173
69379	-1801
69380	-2946
69381	-2852
69382	-2532
69383	-1638
69384	-1260
69385	-775
69386	-964
69387	-417
69388	-85
69389	255
69390	-945
69391	595
69392	-1604
69393	-815
69394	-1162
69395	-2102
69396	-815
69397	-1663
69398	-638
69399	-1277
69400	183
69401	-423
69402	258
69403	-957
69404	386
69405	-1056
69406	335
69407	-1616
69408	1081
69409	-273
69410	326
69411	121
69412	1160
69413	-1820
69414	29
69415	-1357
69416	-611
69417	-1340
69418	-139
69419	-1032
69420	-1694
69421	-2146
69422	-905
69423	-2643
69424	-1872
69425	-2790
69426	-440
69427	-1678
69428	-532
69429	-815
69430	-680
69431	-1835
69432	-96
69433	-902
69434	-669
69435	-1151
69436	-1826
69437	-1407
69438	-813
69439	-1610
69440	-780
69441	-1421
69442	-840
69443	328
69444	-1390
69445	-3751
69446	-228
69447	553
69448	-12
69449	1496
69450	775
69451	1111
69452	-945
69453	1380
69454	-657
69455	-159
69456	-887
69457	-1739
69458	-1662
69459	-558
69460	-2669
69461	-1878
69462	-2972
69463	-1556
69464	-2387
69465	-693
69466	-2311
69467	-1160
69468	-2320
69469	-1283
69470	-2183
69471	-785
69472	-1910
69473	-944
69474	-2127
69475	-242
69476	-1324
69477	365
69478	16
69479	647
69480	239
69481	1844
69482	-578
69483	2167
69484	297
69485	577
69486	1037
69487	-473
69488	346
69489	217
69490	-809
69491	1711
69492	-872
69493	-218
69494	-122
69495	-1365
69496	-721
69497	-1091
69498	-1610
69499	-1627
69500	-1507
69501	-2338
69502	-1872
69503	-1804
69504	-2485
69505	-2221
69506	-749
69507	-967
69508	-479
69509	-695
69510	-953
69511	-1428
69512	-822
69513	-1012
69514	804
69515	-407
69516	1620
69517	-282
69518	-1623
69519	-2450
69520	757
69521	298
69522	516
69523	-429
69524	1227
69525	-830
69526	1843
69527	-43
69528	1444
69529	-609
69530	1286
69531	521
69532	2477
69533	-1133
69534	876
69535	-291
69536	913
69537	538
69538	2377
69539	592
69540	737
69541	250
69542	-348
69543	-619
69544	-352
69545	-1318
69546	-87
69547	-233
69548	475
69549	866
69550	828
69551	2008
69552	1584
69553	2057
69554	2321
69555	1682
69556	2048
69557	2164
69558	792
69559	2012
69560	888
69561	1249
69562	569
69563	2314
69564	690
69565	2430
69566	2212
69567	1975
69568	1255
69569	2138
69570	981
69571	2796
69572	1458
69573	1639
69574	-248
69575	1482
69576	-461
69577	2432
69578	1458
69579	2123
69580	2043
69581	2591
69582	2273
69583	2937
69584	1438
69585	1374
69586	1460
69587	264
69588	-160
69589	-846
69590	725
69591	770
69592	1125
69593	935
69594	1171
69595	1178
69596	2258
69597	2238
69598	2159
69599	1298
69600	1172
69601	279
69602	-204
69603	179
69604	-318
69605	-418
69606	-386
69607	432
69608	1290
69609	975
69610	1733
69611	3386
69612	2044
69613	2838
69614	2182
69615	2541
69616	2307
69617	1720
69618	2171
69619	1104
69620	1028
69621	654
69622	509
69623	1383
69624	1611
69625	2412
69626	2294
69627	1298
69628	2525
69629	2115
69630	803
69631	2078
69632	649
69633	349
69634	410
69635	92
69636	-657
69637	-95
69638	-136
69639	-26
69640	778
69641	1201
69642	933
69643	985
69644	1375
69645	1565
69646	1431
69647	-336
69648	-341
69649	69
69650	322
69651	-210
69652	691
69653	709
69654	1857
69655	1242
69656	1591
69657	1328
69658	2335
69659	1676
69660	2152
69661	1734
69662	1720
69663	828
69664	1739
69665	1252
69666	1608
69667	1907
69668	2494
69669	1809
69670	2961
69671	2629
69672	3642
69673	2846
69674	2192
69675	3710
69676	3497
69677	2662
69678	3533
69679	2602
69680	2696
69681	1227
69682	1935
69683	2015
69684	2559
69685	1430
69686	2634
69687	1113
69688	1783
69689	1222
69690	1818
69691	2926
69692	2740
69693	2497
69694	2458
69695	2616
69696	3208
69697	2537
69698	2503
69699	3299
69700	3126
69701	2391
69702	2308
69703	2564
69704	3367
69705	2859
69706	3075
69707	4090
69708	3704
69709	3783
69710	2790
69711	1332
69712	-1053
69713	390
69714	-1326
69715	86
69716	-2244
69717	1080
69718	-1152
69719	-422
69720	-1433
69721	1996
69722	-693
69723	-1060
69724	-1598
69725	-1665
69726	-1565
69727	-1750
69728	-1273
69729	-932
69730	-1582
69731	-565
69732	-1185
69733	-750
69734	-238
69735	1138
69736	499
69737	2106
69738	1062
69739	1631
69740	1359
69741	1609
69742	1230
69743	1161
69744	1543
69745	1528
69746	2612
69747	2757
69748	2486
69749	2609
69750	2820
69751	1870
69752	2980
69753	2896
69754	1588
69755	2181
69756	1269
69757	915
69758	963
69759	345
69760	133
69761	423
69762	285
69763	539
69764	605
69765	-134
69766	-203
69767	-339
69768	-573
69769	-599
69770	148
69771	-1223
69772	-926
69773	51
69774	2039
69775	1172
69776	1990
69777	1898
69778	3140
69779	899
69780	2946
69781	795
69782	2790
69783	909
69784	1716
69785	1866
69786	1682
69787	761
69788	2234
69789	1361
69790	3549
69791	1903
69792	3017
69793	2117
69794	3715
69795	2689
69796	3554
69797	2872
69798	3462
69799	1817
69800	3307
69801	1537
69802	2649
69803	2230
69804	1543
69805	1743
69806	3172
69807	2875
69808	3115
69809	3793
69810	2556
69811	1930
69812	1466
69813	2250
69814	255
69815	1222
69816	1162
69817	1992
69818	1189
69819	3001
69820	2450
69821	2624
69822	2152
69823	3430
69824	3636
69825	4265
69826	2866
69827	2858
69828	1243
69829	1657
69830	2153
69831	3078
69832	2869
69833	3346
69834	3246
69835	3352
69836	2355
69837	3530
69838	2783
69839	2301
69840	1459
69841	1549
69842	637
69843	1448
69844	3
69845	-138
69846	-1313
69847	-684
69848	-897
69849	-671
69850	-502
69851	-182
69852	-352
69853	651
69854	-155
69855	234
69856	-371
69857	426
69858	499
69859	134
69860	156
69861	1388
69862	417
69863	1290
69864	979
69865	1361
69866	2494
69867	1549
69868	1116
69869	2239
69870	1114
69871	2112
69872	1863
69873	2210
69874	875
69875	1423
69876	1405
69877	370
69878	187
69879	51
69880	-97
69881	553
69882	490
69883	941
69884	1158
69885	888
69886	1987
69887	580
69888	903
69889	-116
69890	1162
69891	515
69892	1759
69893	1199
69894	2899
69895	826
69896	2777
69897	2051
69898	527
69899	-1383
69900	4089
69901	3570
69902	3095
69903	1419
69904	4307
69905	2457
69906	3289
69907	2893
69908	3224
69909	2579
69910	4502
69911	2426
69912	4719
69913	2531
69914	4712
69915	3326
69916	4597
69917	2882
69918	3818
69919	1729
69920	2623
69921	2023
69922	3586
69923	2606
69924	3402
69925	2531
69926	3111
69927	2462
69928	4173
69929	3024
69930	3254
69931	3212
69932	2844
69933	2218
69934	3740
69935	1817
69936	3826
69937	3433
69938	2948
69939	3978
69940	4127
69941	3551
69942	3285
69943	3380
69944	2738
69945	3513
69946	2220
69947	2094
69948	2002
69949	2024
69950	1477
69951	2374
69952	1012
69953	2498
69954	1617
69955	1654
69956	1551
69957	2007
69958	535
69959	2360
69960	-490
69961	2402
69962	159
69963	-534
69964	-849
69965	39
69966	763
69967	1354
69968	1596
69969	2537
69970	2096
69971	3514
69972	1589
69973	2491
69974	2159
69975	3136
69976	2475
69977	3210
69978	3380
69979	1459
69980	2535
69981	3396
69982	3039
69983	2782
69984	3670
69985	3168
69986	3395
69987	2880
69988	2648
69989	2501
69990	2459
69991	1638
69992	2318
69993	1592
69994	1801
69995	2899
69996	2442
69997	2697
69998	2857
69999	3189
70000	3549
70001	2850
70002	2297
70003	2071
70004	2360
70005	970
70006	1218
70007	1453
70008	1246
70009	1259
70010	1913
70011	2277
70012	1902
70013	2303
70014	3005
70015	2522
70016	2068
70017	2918
70018	2975
70019	3160
70020	3007
70021	1573
70022	2195
70023	2616
70024	2578
70025	3671
70026	1954
70027	2021
70028	1506
70029	1725
70030	2794
70031	2154
70032	2083
70033	2233
70034	2136
70035	1646
70036	1598
70037	1460
70038	1224
70039	1870
70040	1092
70041	1260
70042	779
70043	1140
70044	1140
70045	341
70046	1054
70047	1824
70048	1193
70049	1627
70050	1366
70051	1446
70052	1323
70053	1710
70054	1667
70055	2449
70056	2181
70057	3427
70058	2803
70059	1466
70060	2832
70061	1621
70062	2714
70063	1522
70064	2291
70065	1454
70066	1544
70067	251
70068	2333
70069	1027
70070	1371
70071	372
70072	1414
70073	-142
70074	1593
70075	-347
70076	905
70077	160
70078	333
70079	243
70080	-150
70081	-158
70082	934
70083	-321
70084	954
70085	-191
70086	646
70087	-425
70088	1127
70089	247
70090	-112
70091	-706
70092	182
70093	-694
70094	-108
70095	-107
70096	-345
70097	-158
70098	686
70099	-259
70100	735
70101	-181
70102	320
70103	-179
70104	425
70105	626
70106	-342
70107	555
70108	346
70109	327
70110	-129
70111	7
70112	985
70113	-43
70114	399
70115	-331
70116	-944
70117	-1501
70118	-1080
70119	-779
70120	-1545
70121	-896
70122	-1273
70123	254
70124	-1674
70125	-1379
70126	-2399
70127	-1115
70128	-2308
70129	-2385
70130	-1489
70131	-1639
70132	-1602
70133	-1081
70134	-2182
70135	-967
70136	-997
70137	-719
70138	-2054
70139	-696
70140	-911
70141	-847
70142	-2154
70143	-1015
70144	-2763
70145	-1161
70146	-1757
70147	-589
70148	-2131
70149	-1197
70150	-2536
70151	-2019
70152	-3165
70153	-1858
70154	-2610
70155	-2187
70156	-2706
70157	-1886
70158	-2130
70159	-2156
70160	-2461
70161	173
70162	-999
70163	367
70164	-642
70165	-462
70166	-5
70167	-722
70168	-527
70169	177
70170	377
70171	1257
70172	389
70173	-74
70174	-36
70175	689
70176	1442
70177	-749
70178	1584
70179	1192
70180	1534
70181	519
70182	1452
70183	1161
70184	2102
70185	23
70186	1989
70187	1593
70188	2336
70189	1354
70190	2293
70191	1696
70192	2728
70193	1048
70194	3204
70195	1862
70196	2699
70197	1016
70198	2713
70199	339
70200	2746
70201	930
70202	3144
70203	1560
70204	3298
70205	1424
70206	3077
70207	1568
70208	2925
70209	493
70210	2350
70211	623
70212	1922
70213	161
70214	2037
70215	630
70216	1138
70217	397
70218	846
70219	-409
70220	1777
70221	315
70222	380
70223	413
70224	757
70225	-117
70226	129
70227	432
70228	589
70229	42
70230	838
70231	-376
70232	-1427
70233	-961
70234	-2840
70235	-1373
70236	-2299
70237	-1601
